,team,opponent,made,x,y,num,player,points,shot_type,date,venue,made_points
4023,UP,ADMU,0,-69,11,18,P. Desiderio,3,jump shot,2018.10.14,MOA,0
4024,UP,ADMU,0,-52,47,1,Ju. Gomez de Liaño,3,jump shot,2018.10.14,MOA,0
4025,UP,ADMU,1,0,2,6,Ja. Gomez de Liaño,2,tip in,2018.10.14,MOA,2
4026,UP,ADMU,1,14,6,1,Ju. Gomez de Liaño,2,jump shot,2018.10.14,MOA,2
4027,UP,ADMU,0,-28,7,6,Ja. Gomez de Liaño,2,jump shot,2018.10.14,MOA,0
4028,UP,ADMU,0,-63,33,1,Ju. Gomez de Liaño,3,jump shot,2018.10.14,MOA,0
4029,UP,ADMU,0,-26,40,18,P. Desiderio,2,jump shot,2018.10.14,MOA,0
4030,UP,ADMU,1,-11,30,0,B. Akhuetie,2,jump shot,2018.10.14,MOA,2
4031,UP,ADMU,0,-35,12,0,B. Akhuetie,2,jump shot,2018.10.14,MOA,0
4032,UP,ADMU,1,20,9,0,B. Akhuetie,2,jump shot,2018.10.14,MOA,2
4033,UP,ADMU,0,-13,5,5,D. Dario,2,jump shot,2018.10.14,MOA,0
4034,UP,ADMU,1,57,50,5,D. Dario,3,jump shot,2018.10.14,MOA,3
4035,DLSU,UE,0,15,28,25,L. Santillian,2,jump shot,2018.10.17,MOA,0
4036,DLSU,UE,1,8,15,19,J. Baltazar,2,lay up,2018.10.17,MOA,2
4037,DLSU,UE,0,4,36,11,A. Melecio,2,jump shot,2018.10.17,MOA,0
4038,DLSU,UE,0,7,76,15,K. Montalbo,3,jump shot,2018.10.17,MOA,0
4039,DLSU,UE,1,43,8,19,J. Baltazar,2,jump shot,2018.10.17,MOA,2
4040,DLSU,UE,1,-11,22,19,J. Baltazar,2,lay up,2018.10.17,MOA,2
4041,DLSU,UE,0,-44,60,25,L. Santillian,3,jump shot,2018.10.17,MOA,0
4042,DLSU,UE,1,9,6,25,L. Santillian,2,jump shot,2018.10.17,MOA,2
4043,DLSU,UE,0,-38,40,15,K. Montalbo,2,jump shot,2018.10.17,MOA,0
4044,DLSU,UE,1,-20,9,25,L. Santillian,2,lay up,2018.10.17,MOA,2
4045,DLSU,UE,1,-7,9,25,L. Santillian,2,jump shot,2018.10.17,MOA,2
4046,DLSU,UE,0,-20,8,18,F. Serrano,2,jump shot,2018.10.17,MOA,0
4047,DLSU,UE,1,-1,34,19,J. Baltazar,2,jump shot,2018.10.17,MOA,2
4048,DLSU,UE,1,13,20,18,F. Serrano,2,lay up,2018.10.17,MOA,2
4049,DLSU,UE,0,53,52,19,J. Baltazar,3,jump shot,2018.10.17,MOA,0
4050,DLSU,UE,0,-24,22,18,F. Serrano,2,jump shot,2018.10.17,MOA,0
4051,DLSU,UE,1,-47,55,11,A. Melecio,3,jump shot,2018.10.17,MOA,3
4052,DLSU,UE,0,5,22,19,J. Baltazar,2,jump shot,2018.10.17,MOA,0
4053,DLSU,UE,0,-24,-1,18,F. Serrano,2,jump shot,2018.10.17,MOA,0
4054,DLSU,UE,0,15,13,18,F. Serrano,2,jump shot,2018.10.17,MOA,0
4055,DLSU,UE,0,13,10,16,J. Go,2,jump shot,2018.10.17,MOA,0
4056,DLSU,UE,1,-4,22,30,A. Caracut,2,jump shot,2018.10.17,MOA,2
4057,DLSU,UE,0,22,24,30,A. Caracut,2,jump shot,2018.10.17,MOA,0
4058,DLSU,UE,1,-1,40,18,F. Serrano,2,jump shot,2018.10.17,MOA,2
4059,DLSU,UE,1,-6,13,18,F. Serrano,2,lay up,2018.10.17,MOA,2
4060,DLSU,UE,0,17,6,7,M. Dyke,2,jump shot,2018.10.17,MOA,0
4061,DLSU,UE,0,-59,41,16,J. Go,3,jump shot,2018.10.17,MOA,0
4062,DLSU,UE,1,-31,66,25,L. Santillian,3,jump shot,2018.10.17,MOA,3
4063,DLSU,UE,1,6,10,30,A. Caracut,2,jump shot,2018.10.17,MOA,2
4064,DLSU,UE,0,60,42,11,A. Melecio,3,jump shot,2018.10.17,MOA,0
4065,DLSU,UE,1,-67,33,30,A. Caracut,3,jump shot,2018.10.17,MOA,3
4066,DLSU,UE,1,12,20,15,K. Montalbo,2,lay up,2018.10.17,MOA,2
4067,DLSU,UE,1,-71,16,11,A. Melecio,3,jump shot,2018.10.17,MOA,3
4068,DLSU,UE,0,-36,62,25,L. Santillian,3,jump shot,2018.10.17,MOA,0
4069,DLSU,UE,0,-6,22,25,L. Santillian,2,jump shot,2018.10.17,MOA,0
4070,DLSU,UE,1,23,9,19,J. Baltazar,2,lay up,2018.10.17,MOA,2
4071,DLSU,UE,0,11,88,11,A. Melecio,3,jump shot,2018.10.17,MOA,0
4072,DLSU,UE,0,2,31,30,A. Caracut,2,jump shot,2018.10.17,MOA,0
4073,DLSU,UE,0,4,76,15,K. Montalbo,3,jump shot,2018.10.17,MOA,0
4074,DLSU,UE,0,17,21,15,K. Montalbo,2,jump shot,2018.10.17,MOA,0
4075,DLSU,UE,0,10,60,25,L. Santillian,2,jump shot,2018.10.17,MOA,0
4076,DLSU,UE,0,-13,19,19,J. Baltazar,2,jump shot,2018.10.17,MOA,0
4077,DLSU,UE,0,22,15,30,A. Caracut,2,jump shot,2018.10.17,MOA,0
4078,DLSU,UE,1,-20,32,30,A. Caracut,2,jump shot,2018.10.17,MOA,2
4079,DLSU,UE,1,-18,25,18,F. Serrano,2,jump shot,2018.10.17,MOA,2
4080,DLSU,UE,0,60,46,11,A. Melecio,3,jump shot,2018.10.17,MOA,0
4081,DLSU,UE,1,12,10,25,L. Santillian,2,jump shot,2018.10.17,MOA,2
4082,DLSU,UE,0,-49,36,25,L. Santillian,2,jump shot,2018.10.17,MOA,0
4083,DLSU,UE,1,63,36,18,F. Serrano,3,jump shot,2018.10.17,MOA,3
4084,DLSU,UE,0,6,18,11,A. Melecio,2,jump shot,2018.10.17,MOA,0
4085,DLSU,UE,0,40,41,30,A. Caracut,2,jump shot,2018.10.17,MOA,0
4086,DLSU,UE,0,-56,54,18,F. Serrano,3,jump shot,2018.10.17,MOA,0
4087,DLSU,UE,1,-32,34,30,A. Caracut,2,jump shot,2018.10.17,MOA,2
4088,DLSU,UE,0,10,6,11,A. Melecio,2,jump shot,2018.10.17,MOA,0
4089,DLSU,UE,1,-22,13,30,A. Caracut,2,jump shot,2018.10.17,MOA,2
4090,DLSU,UE,1,-32,12,18,F. Serrano,2,jump shot,2018.10.17,MOA,2
4091,DLSU,UE,0,-12,7,18,F. Serrano,2,jump shot,2018.10.17,MOA,0
4092,DLSU,UE,1,-9,11,18,F. Serrano,2,jump shot,2018.10.17,MOA,2
4093,DLSU,UE,1,-46,23,7,M. Dyke,2,jump shot,2018.10.17,MOA,2
4095,DLSU,UE,0,29,17,11,A. Melecio,2,jump shot,2018.10.17,MOA,0
4096,DLSU,UE,0,15,18,7,M. Dyke,2,jump shot,2018.10.17,MOA,0
4097,DLSU,UE,0,-30,22,7,M. Dyke,2,jump shot,2018.10.17,MOA,0
4098,DLSU,UE,1,-68,-1,6,J. Manuel,3,jump shot,2018.10.17,MOA,3
4099,DLSU,UE,0,4,9,6,J. Manuel,2,jump shot,2018.10.17,MOA,0
4100,DLSU,UE,0,-52,56,30,A. Caracut,3,jump shot,2018.10.17,MOA,0
4101,DLSU,UE,0,-39,22,6,J. Manuel,2,jump shot,2018.10.17,MOA,0
4102,DLSU,UE,0,42,16,15,K. Montalbo,2,jump shot,2018.10.17,MOA,0
4103,DLSU,UE,0,47,51,30,A. Caracut,3,jump shot,2018.10.17,MOA,0
4104,DLSU,UE,0,-30,40,30,A. Caracut,2,jump shot,2018.10.17,MOA,0
4105,DLSU,UE,0,-66,14,6,J. Manuel,3,jump shot,2018.10.17,MOA,0
4108,DLSU,UE,1,-16,25,18,F. Serrano,2,lay up,2018.10.17,MOA,2
4109,UE,DLSU,0,-8,16,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4110,UE,DLSU,0,-67,11,23,A. Pasaol,3,jump shot,2018.10.17,MOA,0
4113,UE,DLSU,0,-32,31,1,C. Conner,2,jump shot,2018.10.17,MOA,0
4114,UE,DLSU,1,13,9,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4115,UE,DLSU,1,7,18,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4116,UE,DLSU,1,-53,42,9,J. Varilla,2,jump shot,2018.10.17,MOA,2
4117,UE,DLSU,0,25,16,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4118,UE,DLSU,0,-37,8,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4119,UE,DLSU,0,56,20,9,J. Varilla,2,jump shot,2018.10.17,MOA,0
4120,UE,DLSU,0,-15,13,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4121,UE,DLSU,0,68,11,18,P. Manalang,3,jump shot,2018.10.17,MOA,0
4122,UE,DLSU,1,-20,4,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4123,UE,DLSU,1,39,3,9,J. Varilla,2,jump shot,2018.10.17,MOA,2
4124,UE,DLSU,1,57,6,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4125,UE,DLSU,0,-18,30,18,P. Manalang,2,jump shot,2018.10.17,MOA,0
4126,UE,DLSU,1,-55,21,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4127,UE,DLSU,0,0,76,23,A. Pasaol,3,jump shot,2018.10.17,MOA,0
4128,UE,DLSU,1,-23,15,18,P. Manalang,2,jump shot,2018.10.17,MOA,2
4129,UE,DLSU,0,-1,20,21,W. Bartolome,2,jump shot,2018.10.17,MOA,0
4130,UE,DLSU,0,24,20,1,C. Conner,2,jump shot,2018.10.17,MOA,0
4131,UE,DLSU,0,-21,14,21,W. Bartolome,2,jump shot,2018.10.17,MOA,0
4132,UE,DLSU,0,-58,45,1,C. Conner,3,jump shot,2018.10.17,MOA,0
4135,UE,DLSU,0,-15,22,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4136,UE,DLSU,1,-5,32,23,A. Pasaol,2,lay up,2018.10.17,MOA,2
4137,UE,DLSU,0,-59,9,1,C. Conner,2,jump shot,2018.10.17,MOA,0
4138,UE,DLSU,1,0,9,17,R. Acuno,2,jump shot,2018.10.17,MOA,2
4139,UE,DLSU,1,52,47,26,J. Cullar,3,jump shot,2018.10.17,MOA,3
4140,UE,DLSU,0,63,30,9,J. Varilla,3,jump shot,2018.10.17,MOA,0
4141,UE,DLSU,0,44,62,9,J. Varilla,3,jump shot,2018.10.17,MOA,0
4142,UE,DLSU,0,66,24,23,A. Pasaol,3,jump shot,2018.10.17,MOA,0
4143,UE,DLSU,0,6,55,17,R. Acuno,2,jump shot,2018.10.17,MOA,0
4144,UE,DLSU,1,37,23,1,C. Conner,2,jump shot,2018.10.17,MOA,2
4145,UE,DLSU,0,-67,19,23,A. Pasaol,3,jump shot,2018.10.17,MOA,0
4146,UE,DLSU,1,-44,3,21,W. Bartolome,2,jump shot,2018.10.17,MOA,2
4147,UE,DLSU,1,13,18,1,C. Conner,2,jump shot,2018.10.17,MOA,2
4148,UE,DLSU,1,23,10,1,C. Conner,2,lay up,2018.10.17,MOA,2
4149,UE,DLSU,1,-24,33,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4150,UE,DLSU,0,-63,39,1,C. Conner,3,jump shot,2018.10.17,MOA,0
4151,UE,DLSU,0,-14,8,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4152,UE,DLSU,0,17,24,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4153,UE,DLSU,0,-31,17,1,C. Conner,2,jump shot,2018.10.17,MOA,0
4154,UE,DLSU,0,-63,31,26,J. Cullar,3,jump shot,2018.10.17,MOA,0
4155,UE,DLSU,0,-14,23,21,W. Bartolome,2,jump shot,2018.10.17,MOA,0
4156,UE,DLSU,1,13,17,21,W. Bartolome,2,jump shot,2018.10.17,MOA,2
4157,UE,DLSU,0,42,65,1,C. Conner,3,jump shot,2018.10.17,MOA,0
4158,UE,DLSU,1,1,19,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4159,UE,DLSU,1,11,12,1,C. Conner,2,lay up,2018.10.17,MOA,2
4160,UE,DLSU,0,36,4,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4162,UE,DLSU,1,-13,5,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4163,UE,DLSU,0,-40,66,23,A. Pasaol,3,jump shot,2018.10.17,MOA,0
4164,UE,DLSU,0,42,17,17,R. Acuno,2,jump shot,2018.10.17,MOA,0
4165,UE,DLSU,0,3,28,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4166,UE,DLSU,1,-3,33,23,A. Pasaol,2,jump shot,2018.10.17,MOA,2
4167,UE,DLSU,0,70,12,18,P. Manalang,3,jump shot,2018.10.17,MOA,0
4168,UE,DLSU,0,-2,57,21,W. Bartolome,2,jump shot,2018.10.17,MOA,0
4169,UE,DLSU,0,9,74,9,J. Varilla,3,jump shot,2018.10.17,MOA,0
4171,UE,DLSU,0,-23,39,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4172,UE,DLSU,0,31,74,18,P. Manalang,3,jump shot,2018.10.17,MOA,0
4173,UE,DLSU,1,-8,26,1,C. Conner,2,jump shot,2018.10.17,MOA,2
4175,UE,DLSU,1,59,43,9,J. Varilla,3,jump shot,2018.10.17,MOA,3
4176,UE,DLSU,0,-52,57,1,C. Conner,3,jump shot,2018.10.17,MOA,0
4177,UE,DLSU,0,-36,13,18,P. Manalang,2,jump shot,2018.10.17,MOA,0
4178,UE,DLSU,0,-28,68,1,C. Conner,3,jump shot,2018.10.17,MOA,0
4179,UE,DLSU,1,-13,16,21,W. Bartolome,2,lay up,2018.10.17,MOA,2
4181,UE,DLSU,0,-12,8,23,A. Pasaol,2,jump shot,2018.10.17,MOA,0
4182,UE,DLSU,0,-10,26,9,J. Varilla,2,jump shot,2018.10.17,MOA,0
4183,UE,DLSU,0,-20,26,17,R. Acuno,2,jump shot,2018.10.17,MOA,0
4185,NU,ADU,1,17,12,8,A. Joson,2,jump shot,2018.10.17,MOA,2
4186,NU,ADU,0,4,72,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,0
4187,NU,ADU,1,-24,35,10,I. Gaye,2,jump shot,2018.10.17,MOA,2
4188,NU,ADU,0,-47,55,6,J. Sinclair,3,jump shot,2018.10.17,MOA,0
4189,NU,ADU,0,-15,18,8,A. Joson,2,jump shot,2018.10.17,MOA,0
4190,NU,ADU,0,20,30,6,J. Sinclair,2,jump shot,2018.10.17,MOA,0
4191,NU,ADU,1,22,8,1,D. Ildefonso,2,lay up,2018.10.17,MOA,2
4192,NU,ADU,0,36,19,19,J. Gallego,2,jump shot,2018.10.17,MOA,0
4193,NU,ADU,0,0,14,0,S. Ildefonso,2,jump shot,2018.10.17,MOA,0
4194,NU,ADU,1,16,53,19,J. Gallego,2,jump shot,2018.10.17,MOA,2
4195,NU,ADU,0,5,28,19,J. Gallego,2,jump shot,2018.10.17,MOA,0
4196,NU,ADU,0,-40,31,19,J. Gallego,2,jump shot,2018.10.17,MOA,0
4197,NU,ADU,1,52,50,9,J. Clemente,3,jump shot,2018.10.17,MOA,3
4198,NU,ADU,0,19,18,9,J. Clemente,2,jump shot,2018.10.17,MOA,0
4199,NU,ADU,0,-33,12,19,J. Gallego,2,jump shot,2018.10.17,MOA,0
4200,NU,ADU,0,-17,53,21,T. Rike,2,jump shot,2018.10.17,MOA,0
4201,NU,ADU,0,-54,52,9,J. Clemente,3,jump shot,2018.10.17,MOA,0
4202,NU,ADU,0,-8,16,21,T. Rike,2,jump shot,2018.10.17,MOA,0
4203,NU,ADU,1,0,2,0,S. Ildefonso,2,tip in,2018.10.17,MOA,2
4204,NU,ADU,0,5,20,13,M. Aquino,2,jump shot,2018.10.17,MOA,0
4205,NU,ADU,0,-68,28,15,D. Yu,3,jump shot,2018.10.17,MOA,0
4206,NU,ADU,0,-43,42,13,M. Aquino,2,jump shot,2018.10.17,MOA,0
4207,NU,ADU,0,70,6,9,J. Clemente,3,jump shot,2018.10.17,MOA,0
4208,NU,ADU,1,-8,29,5,A. Diputado,2,jump shot,2018.10.17,MOA,2
4209,NU,ADU,0,-3,11,9,J. Clemente,2,jump shot,2018.10.17,MOA,0
4212,NU,ADU,0,-33,11,1,D. Ildefonso,2,jump shot,2018.10.17,MOA,0
4213,NU,ADU,0,-25,31,1,D. Ildefonso,2,jump shot,2018.10.17,MOA,0
4214,NU,ADU,0,40,35,13,M. Aquino,2,jump shot,2018.10.17,MOA,0
4215,NU,ADU,0,-21,15,13,M. Aquino,2,jump shot,2018.10.17,MOA,0
4216,NU,ADU,1,13,26,10,I. Gaye,2,jump shot,2018.10.17,MOA,2
4217,NU,ADU,0,-9,24,1,D. Ildefonso,2,jump shot,2018.10.17,MOA,0
4218,NU,ADU,0,33,22,1,D. Ildefonso,2,jump shot,2018.10.17,MOA,0
4219,NU,ADU,1,-4,15,9,J. Clemente,2,jump shot,2018.10.17,MOA,2
4220,NU,ADU,1,48,55,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,3
4221,NU,ADU,0,0,29,10,I. Gaye,2,jump shot,2018.10.17,MOA,0
4222,NU,ADU,1,18,20,1,D. Ildefonso,2,jump shot,2018.10.17,MOA,2
4223,NU,ADU,1,57,46,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,3
4224,NU,ADU,0,-30,14,21,T. Rike,2,jump shot,2018.10.17,MOA,0
4225,NU,ADU,0,-12,76,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,0
4226,NU,ADU,1,-15,4,1,D. Ildefonso,2,jump shot,2018.10.17,MOA,2
4227,NU,ADU,1,-14,7,1,D. Ildefonso,2,jump shot,2018.10.17,MOA,2
4228,NU,ADU,0,40,68,9,J. Clemente,3,jump shot,2018.10.17,MOA,0
4229,NU,ADU,0,5,15,9,J. Clemente,2,jump shot,2018.10.17,MOA,0
4230,NU,ADU,1,-9,19,5,A. Diputado,2,lay up,2018.10.17,MOA,2
4231,NU,ADU,0,-33,45,10,I. Gaye,2,jump shot,2018.10.17,MOA,0
4232,NU,ADU,0,-56,42,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,0
4233,NU,ADU,0,-30,21,21,T. Rike,2,jump shot,2018.10.17,MOA,0
4234,NU,ADU,0,47,63,15,D. Yu,3,jump shot,2018.10.17,MOA,0
4235,NU,ADU,1,57,49,15,D. Yu,3,jump shot,2018.10.17,MOA,3
4236,NU,ADU,0,0,11,0,S. Ildefonso,2,jump shot,2018.10.17,MOA,0
4237,NU,ADU,1,16,5,6,J. Sinclair,2,jump shot,2018.10.17,MOA,2
4238,NU,ADU,0,60,36,15,D. Yu,3,jump shot,2018.10.17,MOA,0
4239,NU,ADU,0,-21,29,0,S. Ildefonso,2,jump shot,2018.10.17,MOA,0
4240,NU,ADU,0,49,58,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,0
4241,NU,ADU,0,-67,22,15,D. Yu,3,jump shot,2018.10.17,MOA,0
4242,NU,ADU,0,-51,58,8,A. Joson,3,jump shot,2018.10.17,MOA,0
4243,NU,ADU,0,-56,48,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,0
4244,NU,ADU,0,31,39,8,A. Joson,2,jump shot,2018.10.17,MOA,0
4245,NU,ADU,0,-61,39,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,0
4246,NU,ADU,0,-2,36,8,A. Joson,2,jump shot,2018.10.17,MOA,0
4247,NU,ADU,0,33,67,21,T. Rike,3,jump shot,2018.10.17,MOA,0
4248,NU,ADU,0,-39,64,9,J. Clemente,3,jump shot,2018.10.17,MOA,0
4249,NU,ADU,0,9,8,0,S. Ildefonso,2,jump shot,2018.10.17,MOA,0
4250,NU,ADU,1,0,1,1,D. Ildefonso,2,tip in,2018.10.17,MOA,2
4251,NU,ADU,0,-22,78,1,D. Ildefonso,3,jump shot,2018.10.17,MOA,0
4252,NU,ADU,1,27,14,0,S. Ildefonso,2,jump shot,2018.10.17,MOA,2
4253,NU,ADU,1,-2,27,1,D. Ildefonso,2,jump shot,2018.10.17,MOA,2
4254,ADU,NU,1,27,79,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA,3
4255,ADU,NU,0,32,5,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA,0
4256,ADU,NU,1,8,16,21,P. Sarr,2,jump shot,2018.10.17,MOA,2
4257,ADU,NU,1,-8,13,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA,2
4258,ADU,NU,1,11,14,21,P. Sarr,2,jump shot,2018.10.17,MOA,2
4259,ADU,NU,0,70,3,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA,0
4260,ADU,NU,1,0,15,1,S. Manganti,2,lay up,2018.10.17,MOA,2
4261,ADU,NU,1,-52,52,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA,3
4262,ADU,NU,1,8,20,1,S. Manganti,2,lay up,2018.10.17,MOA,2
4263,ADU,NU,1,42,43,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA,2
4264,ADU,NU,1,0,32,21,P. Sarr,2,jump shot,2018.10.17,MOA,2
4265,ADU,NU,0,14,28,21,P. Sarr,2,jump shot,2018.10.17,MOA,0
4266,ADU,NU,1,-2,55,21,P. Sarr,2,jump shot,2018.10.17,MOA,2
4267,ADU,NU,0,-29,25,1,S. Manganti,2,jump shot,2018.10.17,MOA,0
4268,ADU,NU,0,9,16,1,S. Manganti,2,jump shot,2018.10.17,MOA,0
4269,ADU,NU,1,22,25,2,J. Ahanmisi,2,lay up,2018.10.17,MOA,2
4270,ADU,NU,1,-1,0,21,P. Sarr,2,dunk,2018.10.17,MOA,2
4271,ADU,NU,1,6,13,7,J. Lastimosa,2,lay up,2018.10.17,MOA,2
4272,ADU,NU,1,19,13,10,S. Camacho,2,lay up,2018.10.17,MOA,2
4273,ADU,NU,1,-9,74,7,J. Lastimosa,3,jump shot,2018.10.17,MOA,3
4274,ADU,NU,0,-6,14,7,J. Lastimosa,2,jump shot,2018.10.17,MOA,0
4275,ADU,NU,0,14,79,4,C. Catapusan,3,jump shot,2018.10.17,MOA,0
4276,ADU,NU,1,-17,47,11,J. Espeleta,2,jump shot,2018.10.17,MOA,2
4277,ADU,NU,0,12,25,21,P. Sarr,2,jump shot,2018.10.17,MOA,0
4278,ADU,NU,1,-10,45,11,J. Espeleta,2,jump shot,2018.10.17,MOA,2
4279,ADU,NU,0,-23,9,11,J. Espeleta,2,jump shot,2018.10.17,MOA,0
4280,ADU,NU,1,-15,5,19,E. Mojica,2,lay up,2018.10.17,MOA,2
4281,ADU,NU,1,14,10,21,P. Sarr,2,lay up,2018.10.17,MOA,2
4282,ADU,NU,0,44,58,19,E. Mojica,3,jump shot,2018.10.17,MOA,0
4283,ADU,NU,0,-45,5,1,S. Manganti,2,jump shot,2018.10.17,MOA,0
4284,ADU,NU,0,2,23,19,E. Mojica,2,jump shot,2018.10.17,MOA,0
4285,ADU,NU,0,-53,57,19,E. Mojica,3,jump shot,2018.10.17,MOA,0
4286,ADU,NU,0,59,48,14,J. Pingoy,3,jump shot,2018.10.17,MOA,0
4287,ADU,NU,0,-10,24,1,S. Manganti,2,jump shot,2018.10.17,MOA,0
4288,ADU,NU,0,0,38,21,P. Sarr,2,jump shot,2018.10.17,MOA,0
4289,ADU,NU,0,22,75,1,S. Manganti,3,jump shot,2018.10.17,MOA,0
4290,ADU,NU,0,-28,41,14,J. Pingoy,2,jump shot,2018.10.17,MOA,0
4291,ADU,NU,1,-13,2,29,V. Magbuhos,2,jump shot,2018.10.17,MOA,2
4292,ADU,NU,0,33,28,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA,0
4293,ADU,NU,1,-12,10,29,V. Magbuhos,2,jump shot,2018.10.17,MOA,2
4294,ADU,NU,1,3,15,1,S. Manganti,2,lay up,2018.10.17,MOA,2
4295,ADU,NU,0,-26,10,21,P. Sarr,2,jump shot,2018.10.17,MOA,0
4296,ADU,NU,1,46,63,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA,3
4297,ADU,NU,0,44,33,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA,0
4298,ADU,NU,0,48,9,11,J. Espeleta,2,jump shot,2018.10.17,MOA,0
4299,ADU,NU,1,-54,56,1,S. Manganti,3,jump shot,2018.10.17,MOA,3
4300,ADU,NU,0,-12,10,1,S. Manganti,2,jump shot,2018.10.17,MOA,0
4301,ADU,NU,1,-8,7,21,P. Sarr,2,jump shot,2018.10.17,MOA,2
4302,ADU,NU,0,-35,67,11,J. Espeleta,3,jump shot,2018.10.17,MOA,0
4303,ADU,NU,1,-37,18,11,J. Espeleta,2,jump shot,2018.10.17,MOA,2
4304,ADU,NU,0,-35,12,21,P. Sarr,2,jump shot,2018.10.17,MOA,0
4305,ADU,NU,0,-16,73,1,S. Manganti,3,jump shot,2018.10.17,MOA,0
4306,ADU,NU,1,29,50,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA,2
4307,ADU,NU,0,-64,34,21,P. Sarr,3,jump shot,2018.10.17,MOA,0
4308,ADU,NU,1,-5,22,2,J. Ahanmisi,2,jump shot,2018.10.17,MOA,2
4309,ADU,NU,0,65,37,2,J. Ahanmisi,3,jump shot,2018.10.17,MOA,0
4310,ADU,NU,0,4,23,21,P. Sarr,2,jump shot,2018.10.17,MOA,0
4311,ADU,NU,1,8,54,11,J. Espeleta,2,jump shot,2018.10.17,MOA,2
4312,DLSU,ADU,0,9,77,6,J. Manuel,3,jump shot,2018.10.20,SAC,0
4313,DLSU,ADU,0,0,27,15,K. Montalbo,2,jump shot,2018.10.20,SAC,0
4314,DLSU,ADU,0,64,34,11,A. Melecio,3,jump shot,2018.10.20,SAC,0
4315,DLSU,ADU,0,-1,18,15,K. Montalbo,2,jump shot,2018.10.20,SAC,0
4316,DLSU,ADU,0,-18,76,19,J. Baltazar,3,jump shot,2018.10.20,SAC,0
4317,DLSU,ADU,0,-51,58,11,A. Melecio,3,jump shot,2018.10.20,SAC,0
4318,DLSU,ADU,0,-6,4,6,J. Manuel,2,jump shot,2018.10.20,SAC,0
4319,DLSU,ADU,0,-29,2,11,A. Melecio,2,jump shot,2018.10.20,SAC,0
4320,DLSU,ADU,0,21,36,30,A. Caracut,2,jump shot,2018.10.20,SAC,0
4321,DLSU,ADU,0,-3,21,11,A. Melecio,2,jump shot,2018.10.20,SAC,0
4322,DLSU,ADU,0,-14,7,25,L. Santillian,2,jump shot,2018.10.20,SAC,0
4324,DLSU,ADU,0,-38,36,30,A. Caracut,2,jump shot,2018.10.20,SAC,0
4325,DLSU,ADU,0,7,6,25,L. Santillian,2,jump shot,2018.10.20,SAC,0
4326,DLSU,ADU,0,-7,1,18,F. Serrano,2,jump shot,2018.10.20,SAC,0
4327,DLSU,ADU,0,-1,8,30,A. Caracut,2,jump shot,2018.10.20,SAC,0
4328,DLSU,ADU,0,-8,2,25,L. Santillian,2,jump shot,2018.10.20,SAC,0
4329,DLSU,ADU,0,-15,11,19,J. Baltazar,2,jump shot,2018.10.20,SAC,0
4330,DLSU,ADU,0,-32,-5,30,A. Caracut,2,jump shot,2018.10.20,SAC,0
4331,DLSU,ADU,0,55,57,25,L. Santillian,3,jump shot,2018.10.20,SAC,0
4332,DLSU,ADU,1,6,4,19,J. Baltazar,2,jump shot,2018.10.20,SAC,2
4333,DLSU,ADU,0,14,74,11,A. Melecio,3,jump shot,2018.10.20,SAC,0
4334,DLSU,ADU,1,-7,0,7,M. Dyke,2,jump shot,2018.10.20,SAC,2
4335,DLSU,ADU,0,43,7,7,M. Dyke,2,jump shot,2018.10.20,SAC,0
4336,DLSU,ADU,0,-49,3,11,A. Melecio,2,jump shot,2018.10.20,SAC,0
