player,team,fga,fga_cells,w_ssce,upper,lower,ci95,w_var,stdev,sterr,tstat,tval,ftr,wss
J. Sinclair,NU,35.0,29,0.0960857142857143,0.4408561904825673,-0.24868476191113872,0.344770476196853,0.821860732186589,0.9065653490987778,0.16834495908049463,0.5707668041296718,2.048,True,23.279841971428574
M. Lee,UST,175.0,117,0.030314285714285724,0.20601665705131494,-0.14538808562274347,0.1757023713370292,0.9029862063335679,0.9502558636144098,0.0878511856685146,0.3450640476119402,2.0,True,104.85391777714285
C. Cansino,UST,115.0,65,0.007000000000000005,0.24345506972784492,-0.2294550697278449,0.2364550697278449,0.9085537499999999,0.9531808590188957,0.11822753486392246,0.05920786564700741,2.0,True,58.150625
E. Caunan,UST,44.0,39,-0.13377272727272735,0.15888499597067066,-0.4264304505161254,0.292657723243398,0.8010748752174859,0.8950278628162845,0.14331915927688443,-0.9333903990762747,2.042,True,31.13875581818182
K. Zamora,UST,76.0,56,-0.35225,-0.10789616191816687,-0.5966038380818331,0.24435383808183314,0.8018901545454546,0.8954831961267921,0.11966397555427677,-2.9436595129686935,2.042,True,51.052442000000006
J. Marcos,UST,48.0,40,-0.09402083333333333,0.21929646815437154,-0.4073381348210382,0.31331730148770487,0.9417101918625357,0.9704175348078453,0.153436484567926,-0.6127671237912813,2.042,True,37.08029416666667
R. Subido,UST,197.0,144,-0.02348730964467004,0.14816089160073206,-0.19513551089007217,0.17164820124540212,1.0822077131600394,1.0402921287600129,0.08669101073000107,-0.27093131625632105,1.98,True,154.83514111675126
S. Akomo,UST,28.0,16,0.012714285714285687,0.4444539539198337,-0.41902538249126237,0.43173966820554804,0.7110562938775509,0.843241539463961,0.21081038486599024,0.060311477171146065,2.048,True,10.668430857142855
Z. Huang,UST,101.0,71,-0.0903960396039604,0.10477657562681493,-0.28556865483473576,0.19517261523077534,0.6761392078143599,0.8222768437785172,0.09758630761538767,-0.92631888440983,2.0,True,47.90991706930693
I. Batalier,UST,31.0,29,-0.2325483870967742,0.1218568069818747,-0.5869535811754231,0.3544051940786489,0.8684368624944254,0.931899598934577,0.17304941117121528,-1.343826514767453,2.048,True,25.884515967741937
R. Escoto,FEU,93.0,71,-0.16541935483870968,0.03035949567206117,-0.36119820534948055,0.19577885051077085,0.6803461099549081,0.82483095841203,0.09788942525538542,-1.6898592918197675,2.0,True,49.56704066666667
A. Inigo,FEU,58.0,47,-0.0887413793103448,0.25499855798168347,-0.4324813166023731,0.3437399372920283,1.331822566219046,1.1540461716149168,0.1683349350107876,-0.52717149476226,2.042,True,61.633964568965524
K. Tuffin,FEU,57.0,46,0.2102105263157895,0.5298029888084981,-0.10938193617691908,0.31959246249270856,1.1267807328613935,1.0614992853795961,0.15650953109339305,1.3431164533382427,2.042,True,52.73780238596492
H. Cani,FEU,120.0,95,0.034425,0.2362349198064097,-0.16738491980640974,0.20180991980640972,0.9672720386414009,0.9834998925477323,0.10090495990320486,0.34116261512836316,2.0,True,91.03615429166668
B. Ebona,FEU,51.0,28,0.1666470588235294,0.46552323970614107,-0.1322291220590823,0.2988761808826117,0.5963218693664829,0.7722187963048316,0.14593563519658773,1.141921632773528,2.048,True,16.87828525490196
J. Parker,FEU,94.0,79,-0.20893617021276598,0.005375371192749362,-0.42324771161828134,0.21431154140551534,0.9071063763972561,0.9524213229434,0.10715577070275767,-1.94983591497223,2.0,True,74.20298889361703
A. Stockton,FEU,49.0,36,-0.022489795918367316,0.3120530084868485,-0.35703260032358314,0.33454280440521583,0.966260912429345,0.9829857132376568,0.16383095220627614,-0.13727440154318876,2.042,True,33.837340408163264
A. Tolentino,FEU,117.0,93,0.1935299145299145,0.4238688397954744,-0.03680901073564541,0.2303389252655599,1.2335524764504664,1.110654075961758,0.11516946263277995,1.6803926154191442,2.0,True,116.97003382051281
W. Comboy,FEU,119.0,91,-0.017210084033613453,0.21070686297364388,-0.2451270310408708,0.22791694700725734,1.1817745651782283,1.0870945520874569,0.11395847350362867,-0.15102066133823255,2.0,True,106.38666388235295
P. Orizu,FEU,51.0,28,0.3518627450980392,0.6232097676904371,0.08051572250564137,0.27134702259239785,0.4915279833682202,0.7010905671653415,0.13249366337519425,2.6556948923786474,2.048,False,16.73786250980392
J. Baltazar,DLSU,149.0,95,0.03801342281879194,0.20789523907091026,-0.13186839343332638,0.16988181625211832,0.6854209979615641,0.8279015629660111,0.08494090812605916,0.4475278597490029,2.0,True,64.56685073825504
A. Caracut,DLSU,127.0,92,-0.05899212598425198,0.1348208698913998,-0.2528051218599037,0.19381299587565176,0.863959979516794,0.9294944752481287,0.09690649793782588,-0.6087530479339028,2.0,True,78.94052466141731
K. Montalbo,DLSU,61.0,49,-0.20513114754098363,0.0689989521812028,-0.4792612472631701,0.27413009972218644,0.883075940775329,0.9397212037489252,0.13424588624984646,-1.5280255750944343,2.042,True,44.449505754098354
L. Santillian,DLSU,141.0,89,0.0082695035460993,0.18482682018927965,-0.16828781309708107,0.17655731664318036,0.6935878148403455,0.8328191969691534,0.08827865832159018,0.09367500258074085,2.0,True,61.041813943262405
A. Melecio,DLSU,203.0,142,0.0780295566502463,0.24409069363702351,-0.08803158033653091,0.1660611369867772,0.9988355200649034,0.9994175904319993,0.08386926110443294,0.9303713377549003,1.98,True,141.70039119211822
J. Go,DLSU,37.0,34,0.3797027027027028,0.8256973106354133,-0.06629190523000766,0.44599460793271045,1.6219096501317039,1.273542166609219,0.2184106796928063,1.7384804774050107,2.042,True,58.42493929729729
F. Serrano,DLSU,89.0,61,-0.10096629213483145,0.1500009526934259,-0.35193353696308877,0.25096724482825733,0.9605145091444682,0.9800584212915413,0.12548362241412866,-0.8046172894309376,2.0,True,58.25271626966292
M. Dyke,DLSU,50.0,39,-0.0164,0.2815085918666433,-0.31430859186664334,0.2979085918666433,0.8300785452631577,0.9110864642080672,0.1458905934704424,-0.11241300490920726,2.042,True,31.553474159999993
M. Nieto,ADMU,71.0,56,-0.007338028169014112,0.28063929006088634,-0.2953153463989146,0.28797731822990047,1.11376384985663,1.0553501077162166,0.14102709022032345,-0.052032755958802496,2.042,True,61.260027154929574
T. Ravena,ADMU,139.0,87,-0.06584172661870505,0.12249176110796686,-0.25417521434537693,0.1883334877266719,0.7714616815346116,0.8783289142084596,0.09416674386333596,-0.6992036032833527,2.0,True,66.72286117985611
A. Asistio,ADMU,89.0,71,0.19302247191011238,0.464428716440078,-0.07838377261985321,0.2714062445299656,1.3074889548650062,1.1434548328924086,0.1357031222649828,1.4223878470032847,2.0,True,94.16952174157302
A. Kouame,ADMU,132.0,51,0.15474242424242426,0.3153336996038173,-0.0058488511189687675,0.16059127536139303,0.31542970869146003,0.5616312924788469,0.07864411134250394,1.967628873934421,2.042,True,16.992691545454544
I. Go,ADMU,73.0,61,-0.04463013698630138,0.22454757079923301,-0.31380784477183576,0.2691777077855344,1.1049637351222867,1.051172552496633,0.1345888538927672,-0.3316035146703913,2.0,True,66.41932690410958
T. Tio,ADMU,67.0,59,-0.031164179104477625,0.24442088152377886,-0.3067492397327341,0.2755850606282565,1.0746124751538242,1.0366351697457616,0.1349584038336222,-0.23091692120853083,2.042,True,62.3848247164179
R. Verano,ADMU,96.0,82,0.038708333333333324,0.26817233105784494,-0.1907556643911783,0.22946399772451162,1.0794013881601507,1.0389424373660703,0.11473199886225581,0.3373804493705851,2.0,True,87.55437591666666
A. Wong,ADMU,47.0,42,-0.4002978723404255,-0.12087168741602045,-0.6797240572648307,0.2794261849244051,0.7864516309554039,0.8868210817044236,0.13683946372399858,-2.9253101513742794,2.042,True,38.974529106382974
J. Mendoza,ADMU,55.0,49,0.06450909090909089,0.40386781715633296,-0.27484963533815115,0.33935872624724206,1.3533266892148763,1.1633257021208103,0.1661893860172586,0.3881661305517531,2.042,True,65.16359080000001
W. Navarro,ADMU,66.0,53,-0.2277878787878788,0.0027892960895766483,-0.4583650536653342,0.23057717487745544,0.6757670648619057,0.8220505245189652,0.11291732364224068,-2.017297890530827,2.042,True,37.88991521212121
P. Sarr,ADU,146.0,74,-0.15848630136986303,-0.0051453280173720806,-0.31182727472235394,0.15334097335249094,0.4349989010107527,0.6595444647715215,0.07667048667624547,-2.0671096303209753,2.0,True,33.61364494520548
J. Ahanmisi,ADU,194.0,143,0.2472061855670103,0.4267476294036068,0.06766474173041384,0.17954144383659645,1.175804407166348,1.0843451513085434,0.09067749688716993,2.7262131626175026,1.98,False,175.70308425773194
V. Magbuhos,ADU,38.0,24,0.011526315789473688,0.3283292914437798,-0.3052766598648325,0.31680297565430615,0.5742881320004818,0.7578180071761833,0.15468895295620416,0.07451285673086844,2.048,True,13.21181557894737
S. Manganti,ADU,172.0,117,0.020593023255813952,0.18635949742905913,-0.14517345091743125,0.1657664741732452,0.8037468258250031,0.896519283576769,0.0828832370866226,0.24845824052807994,2.0,True,93.28424829069766
C. Catapusan,ADU,43.0,36,-0.31016279069767444,0.0002086847076769316,-0.6205342661030258,0.31037147540535137,0.8316768763965078,0.9119631990362921,0.15199386650604868,-2.0406270188891558,2.042,True,32.57192511627907
J. Espeleta,ADU,80.0,67,-0.1075625,0.13553655339852227,-0.3506615533985223,0.24309905339852228,0.9898772585345647,0.9949257552875815,0.12154952669926114,-0.8849273454279427,2.0,True,66.10706838750002
J. Lastimosa,ADU,81.0,68,0.17159259259259257,0.43112620719993405,-0.0879410220147489,0.2595336146073415,1.145080850889585,1.0700845064244155,0.12976680730367074,1.3223149752851993,2.0,True,78.72261022222222
J. Pingoy,ADU,50.0,43,-0.09242,0.25146199297682503,-0.43630199297682504,0.34388199297682503,1.2194832798761905,1.1043021687365242,0.16840450194751472,-0.5487976801760549,2.042,True,51.585580379999996
E. Mojica,ADU,36.0,32,-0.37822222222222224,-0.025542385710664472,-0.73090205873378,0.35267983651155776,0.9545523791318198,0.9770119646820196,0.1727129463817619,-2.189889236132918,2.042,True,34.16878933333333
S. Camacho,ADU,75.0,46,-0.04994666666666665,0.18710735291128044,-0.2870006862446138,0.2370540195779471,0.6199276450923457,0.7873548406483227,0.11608913789321602,-0.430244100120804,2.042,True,28.011498826666667
G. Mahinay,UST,57.0,39,-0.10978947368421056,0.1568765880372207,-0.3764555354056418,0.26666606172143126,0.6651025694707684,0.8155382084677384,0.13059062767944724,-0.840714801935894,2.042,True,25.74399305263158
L. Gonzales,FEU,41.0,35,0.01682926829268296,0.4043255039777946,-0.3706669673924287,0.38749623568511166,1.260351099835532,1.122653597435795,0.18976309289182747,0.08868567663089426,2.042,True,42.86185024390244
D. Murrell,UP,36.0,26,-0.1321111111111111,0.15852775469979505,-0.4227499769220172,0.29063886581090614,0.5236255427160494,0.7236197500870533,0.1419135086967315,-0.9309269591341859,2.048,True,13.544425555555557
B. Akhuetie,UP,177.0,54,0.11555367231638419,0.27855098358709995,-0.047443638954331596,0.1629973112707158,0.34406711458971334,0.5865723438670744,0.0798223855390381,1.4476349151438386,2.042,True,18.956600237288132
Ju. Gomez de Liaño,UP,180.0,124,0.10688888888888888,0.2761291228404155,-0.06235134506263777,0.16924023395152665,0.9059381291980326,0.9518078215680057,0.08547486563208417,1.2505300604856016,1.98,True,112.84711897777777
P. Desiderio,UP,175.0,109,0.03972000000000002,0.22577234018085474,-0.14633234018085467,0.1860523401808547,0.9432716470645502,0.9712217290941086,0.09302617009042735,0.4269766234747669,2.0,True,102.04530482857143
J. Manzo,UP,96.0,62,-0.13847916666666668,0.05370082772599427,-0.33065916105932763,0.19217999439266095,0.5724638287938296,0.7566133945376791,0.09608999719633048,-1.4411402925085628,2.0,True,36.109235291666664
C. Vito,UP,30.0,24,0.053700000000000005,0.4343702955251648,-0.32697029552516477,0.3806702955251648,0.8291809495652175,0.9105937346397774,0.18587416773689686,0.2889051268060651,2.048,True,19.140370400000002
D. Dario,UP,35.0,32,0.35642857142857143,0.8376576554376183,-0.12480051258047548,0.4812290840090469,1.7772242749177087,1.3331257536023031,0.23566556513665374,1.5124338221491616,2.042,True,59.159274971428566
Ja. Gomez de Liaño,UP,94.0,69,0.08881914893617021,0.33143762176471336,-0.1537993238923729,0.24261847282854312,1.0153992279195403,1.0076701979911584,0.12130923641427156,0.732171362721734,2.0,True,69.59147754255319
F. Jaboneta,UP,31.0,23,-0.27877419354838706,0.16066944276206868,-0.7182178298588429,0.43944363631045574,1.0589471622363067,1.0290515838558856,0.21457208804221473,-1.2992099582567387,2.048,True,25.08428374193548
S. Belangel,ADMU,50.0,44,-0.022499999999999992,0.28485798821836095,-0.329857988218361,0.30735798821836097,0.9968509125581394,0.9984242147294603,0.15051811372103868,-0.14948366973094118,2.042,True,42.886864239999994
J. Nieto,ADMU,37.0,30,-0.14827027027027023,0.22382263304175476,-0.5203631735822952,0.372092903312025,0.9961220493186569,0.9980591411928739,0.18221983511852352,-0.8136889717512309,2.042,True,29.54706162162162
G. Mamuyac,ADMU,32.0,27,0.17721874999999998,0.6031587800901885,-0.24872128009018862,0.4259400300901886,1.1678868649714544,1.080688144180112,0.2079785303174749,0.8521011747197138,2.048,True,31.213033593750005
B. Bienes,FEU,52.0,43,0.12621153846153843,0.46454435085181467,-0.2121212739287378,0.33833281239027624,1.1804435343142436,1.086482183155455,0.165686979623054,0.7617468720153863,2.042,True,50.263590596153854
J. Manuel,DLSU,46.0,40,-0.2051521739130435,0.13334960603831172,-0.5436539538643987,0.3385017799513552,1.0991840788134362,1.0484198008495624,0.16576972573523763,-1.2375732239595203,2.042,True,44.55167565217391
J. Cullar,UE,44.0,35,0.01636363636363638,0.33256200565877625,-0.29983473293150353,0.3161983692951399,0.8392199908847837,0.9160895103016865,0.1548473894687267,0.10567589430974045,2.042,True,28.542851590909095
M. Maloles,UE,42.0,37,-0.21823809523809526,0.1398847124594361,-0.5763609029356266,0.35812280769753135,1.13803130813807,1.0667855024033979,0.17537845626715542,-1.2443837166958032,2.042,True,42.73135814285714
C. Conner,UE,81.0,57,-0.016913580246913588,0.21291017401449866,-0.24673733450832583,0.22982375426141224,0.7220266200437652,0.8497214955759124,0.11254836153839974,-0.1502783338266807,2.042,True,40.44979666666667
A. Pasaol,UE,294.0,151,-0.02254421768707483,0.09837894364309575,-0.1434673790172454,0.12092316133017059,0.5632037682018295,0.7504690321404538,0.06107230370210636,-0.36913979529967017,1.98,True,84.55730973469387
J. Varilla,UE,111.0,96,-0.03776576576576577,0.17286354343123572,-0.24839507496276725,0.21062930919700149,1.064752941427345,1.0318686648151232,0.10531465459850074,-0.35859934127632226,2.0,True,101.28844972972973
P. Manalang,UE,135.0,93,-0.1723777777777778,0.019288007335366786,-0.3640435628909224,0.19166578511314458,0.854106726505636,0.9241789472313444,0.09583289255657229,-1.798732910790722,2.0,True,81.34122997777777
R. Acuno,UE,28.0,23,-0.2553571428571429,0.09651625785586326,-0.607230543570149,0.35187340071300616,0.6789547140538033,0.8239870836692789,0.17181318394189754,-1.4862488256052435,2.048,True,16.436770928571427
W. Bartolome,UE,69.0,48,0.029420289855072466,0.24963926179110096,-0.19079868208095602,0.2202189719360285,0.5582634865730873,0.747170319654821,0.1078447462958024,0.2728022538471824,2.042,True,26.279930434782614
